"ID","Orden","Fase","Módulo","Nivel","Semana sugerida","Lección","Tema","Objetivo de aprendizaje","Conceptos clave","Ejercicio guiado","Tarea / Entregable","Proyecto asociado","Herramientas","Duración clase (h)","Práctica sugerida (h)","Prioridad","Estado"
"PY048","455","Fase 0","Dominio profundo del lenguaje Python","Python profundo: funciones","26","48","Empaquetado y desempaquetado con *args y **kwargs","Construir funciones flexibles sin perder legibilidad.","*args, **kwargs, unpacking en llamadas, diccionarios de opciones, forwarding","Crear una función que delegue argumentos a otras funciones.","Implementar un despachador de operaciones con validación de argumentos.","Laboratorio de dominio Python","Python, VS Code, biblioteca estándar","2,","3,","Alta","Pendiente"
"PY049","456","Fase 0","Dominio profundo del lenguaje Python","Python profundo: funciones","27","49","Closures y estado encapsulado","Crear funciones que recuerden datos sin utilizar clases ni variables globales.","closure, free variables, cell variables, nonlocal, fábrica de funciones","Crear acumuladores y validadores configurables mediante closures.","Construir una fábrica de funciones de precios con descuentos configurables.","Laboratorio de dominio Python","Python, VS Code, biblioteca estándar","2,","4,","Alta","Pendiente"
"PY050","457","Fase 0","Dominio profundo del lenguaje Python","Python profundo: funciones","27","50","Lambda y funciones clave","Usar funciones anónimas solo donde mejoran la claridad.","lambda, key functions, sorted(), min(), max(), composición simple","Ordenar estructuras complejas por varios criterios.","Resolver ejercicios de ordenamiento y reemplazar lambdas confusas por funciones nombradas.","Laboratorio de dominio Python","Python, VS Code, biblioteca estándar","2,","3,","Alta","Pendiente"
"PY051","458","Fase 0","Dominio profundo del lenguaje Python","Python profundo: funciones","27","51","Recursividad y diseño de casos base","Resolver problemas recursivos y reconocer cuándo conviene una solución iterativa.","caso base, llamada recursiva, stack overflow, árbol de llamadas, memoización conceptual","Implementar factorial, búsqueda y recorrido de estructuras anidadas.","Comparar versiones recursiva e iterativa y medir sus límites.","Laboratorio de dominio Python","Python, VS Code, biblioteca estándar","2,","4,","Alta","Pendiente"
"PY052","459","Fase 0","Dominio profundo del lenguaje Python","Python profundo: funciones","27","52","Programación funcional con map, filter y reduce","Transformar datos mediante funciones puras y evaluar sus tradeoffs.","función pura, map(), filter(), functools.reduce(), composición, efectos secundarios","Procesar una colección mediante comprensiones y herramientas funcionales.","Resolver el mismo problema de tres formas y justificar la más legible.","Laboratorio de dominio Python","Python, VS Code, biblioteca estándar","2,","3,","Alta","Pendiente"
"PY053","460","Fase 0","Dominio profundo del lenguaje Python","Python profundo: funciones","28","53","Decoradores avanzados y preservación de metadatos","Construir decoradores robustos para funciones con cualquier firma.","decorador, wrapper, functools.wraps, *args, **kwargs, stacking, metadatos","Crear decoradores de registro, validación y medición de tiempo.","Combinar tres decoradores y verificar el orden de aplicación.","Laboratorio de dominio Python","Python, VS Code, biblioteca estándar","2,","4,","Alta","Pendiente"
"PY054","461","Fase 0","Dominio profundo del lenguaje Python","Python profundo: funciones","28","54","functools: partial, singledispatch y caché","Aplicar utilidades estándar para especialización, despacho y memoización.","partial, singledispatch, lru_cache, cache, wraps, total_ordering","Crear funciones parcialmente aplicadas y despacho por tipo.","Optimizar una función costosa con caché y demostrar el cambio mediante mediciones.","Laboratorio de dominio Python","Python, VS Code, biblioteca estándar","2,","4,","Alta","Pendiente"
"PY055","462","Fase 0","Dominio profundo del lenguaje Python","Python profundo: programación orientada a objetos","28","55","Namespaces de clase e instancia","Comprender dónde viven los atributos y cómo Python resuelve su acceso.","__dict__, namespace, atributo de clase, atributo de instancia, lookup","Inspeccionar y modificar namespaces de objetos y clases.","Construir experimentos que demuestren shadowing de atributos.","Laboratorio de dominio Python","Python, VS Code, biblioteca estándar","2,","3,","Alta","Pendiente"
"PY056","463","Fase 0","Dominio profundo del lenguaje Python","Python profundo: programación orientada a objetos","28","56","Métodos, binding y descriptores de función","Entender cómo una función se convierte en método enlazado.","function descriptor, bound method, self, __get__, method object","Comparar acceso a un método desde la clase y desde una instancia.","Implementar una demostración del binding y explicar cada objeto involucrado.","Laboratorio de dominio Python","Python, VS Code, biblioteca estándar","2,","4,","Alta","Pendiente"
"PY057","464","Fase 0","Dominio profundo del lenguaje Python","Python profundo: programación orientada a objetos","29","57","Herencia, MRO y uso cooperativo de super","Dominar la resolución de métodos en jerarquías simples y múltiples.","herencia, MRO, C3 linearization, super(), herencia múltiple, diamond problem","Predecir el MRO de varias jerarquías y verificarlo con __mro__.","Construir una jerarquía cooperativa que inicialice correctamente todas las clases.","Laboratorio de dominio Python","Python, VS Code, biblioteca estándar","2,","4,","Alta","Pendiente"
"PY058","465","Fase 0","Dominio profundo del lenguaje Python","Python profundo: programación orientada a objetos","29","58","Composición, agregación y delegación","Diseñar objetos colaborativos sin abusar de la herencia.","composición, agregación, delegación, has-a, acoplamiento, responsabilidad","Refactorizar una jerarquía rígida usando composición.","Diseñar un sistema de pedidos compuesto por objetos pequeños y reemplazables.","Laboratorio de dominio Python","Python, VS Code, biblioteca estándar","2,","4,","Alta","Pendiente"
"PY059","466","Fase 0","Dominio profundo del lenguaje Python","Python profundo: programación orientada a objetos","29","59","Propiedades, encapsulación y validación","Controlar acceso y modificación de atributos mediante una interfaz estable.","@property, setter, deleter, invariantes, atributos protegidos, name mangling","Crear propiedades validadas para precio, cantidad y estado.","Implementar una clase con invariantes y pruebas para valores inválidos.","Laboratorio de dominio Python","Python, VS Code, biblioteca estándar","2,","3,","Alta","Pendiente"
"PY060","467","Fase 0","Dominio profundo del lenguaje Python","Python profundo: programación orientada a objetos","29","60","Métodos especiales de representación y conversión","Integrar objetos propios con las representaciones estándar de Python.","__repr__, __str__, __format__, __bytes__, conversiones","Implementar representaciones claras para depuración y presentación.","Crear una clase monetaria con repr reproducible y formatos personalizados.","Laboratorio de dominio Python","Python, VS Code, biblioteca estándar","2,","4,","Alta","Pendiente"
"PY061","468","Fase 0","Dominio profundo del lenguaje Python","Python profundo: programación orientada a objetos","30","61","Igualdad, ordenamiento y hashing","Definir correctamente comparación e identidad lógica de objetos.","__eq__, __ne__, __lt__, NotImplemented, hash(), __hash__, inmutabilidad","Crear objetos comparables y utilizables como claves de diccionario.","Implementar una entidad inmutable con igualdad y hash consistentes.","Laboratorio de dominio Python","Python, VS Code, biblioteca estándar","2,","4,","Alta","Pendiente"
"PY062","469","Fase 0","Dominio profundo del lenguaje Python","Python profundo: programación orientada a objetos","30","62","Sobrecarga de operadores","Definir operaciones naturales para tipos personalizados respetando protocolos.","__add__, __sub__, __mul__, reflected operators, in-place operators, coerción","Crear operaciones entre objetos de una clase de vectores.","Implementar y probar una clase Vector con operadores y validación de tipos.","Laboratorio de dominio Python","Python, VS Code, biblioteca estándar","2,","4,","Alta","Pendiente"
"PY063","470","Fase 0","Dominio profundo del lenguaje Python","Python profundo: programación orientada a objetos","30","63","classmethod, staticmethod y constructores alternativos","Elegir correctamente entre métodos de instancia, clase y estáticos.","@classmethod, @staticmethod, factory methods, cls, constructores alternativos","Crear objetos desde texto, diccionarios y tuplas.","Diseñar tres constructores alternativos y justificar su tipo de método.","Laboratorio de dominio Python","Python, VS Code, biblioteca estándar","2,","3,","Alta","Pendiente"
"PY064","471","Fase 0","Dominio profundo del lenguaje Python","Python profundo: programación orientada a objetos","30","64","ABC, Protocol y diseño por contratos","Definir interfaces explícitas y trabajar con polimorfismo estructural.","abc.ABC, abstractmethod, typing.Protocol, duck typing, contrato, polimorfismo","Crear dos implementaciones intercambiables de un mismo contrato.","Diseñar una arquitectura pequeña basada en interfaces y pruebas de sustitución.","Laboratorio de dominio Python","Python, VS Code, biblioteca estándar","2,","4,","Alta","Pendiente"
"PY065","472","Fase 0","Dominio profundo del lenguaje Python","Python profundo: protocolos y metaprogramación","31","65","Protocolo iterador desde cero","Implementar objetos iterables e iteradores conforme al modelo de Python.","__iter__, __next__, StopIteration, iterable, iterator, iter()","Construir un iterador que recorra un rango configurable.","Crear tres iteradores propios y probarlos con for, list() y sum().","Laboratorio de dominio Python","Python, VS Code, biblioteca estándar","2,","4,","Alta","Pendiente"
"PY066","473","Fase 0","Dominio profundo del lenguaje Python","Python profundo: protocolos y metaprogramación","31","66","Generadores avanzados: send, throw, close y yield from","Controlar generadores bidireccionales y delegar iteración.","yield, send(), throw(), close(), GeneratorExit, yield from, subgeneradores","Crear un generador que reciba datos mediante send().","Construir un pipeline de generadores y manejar su cierre correctamente.","Laboratorio de dominio Python","Python, VS Code, biblioteca estándar","2,","4,","Alta","Pendiente"
"PY067","474","Fase 0","Dominio profundo del lenguaje Python","Python profundo: protocolos y metaprogramación","31","67","Context managers personalizados","Administrar recursos y estados con entrada y salida garantizadas.","__enter__, __exit__, contextlib.contextmanager, ExitStack, supresión de excepciones","Crear un context manager para medir tiempo y registrar errores.","Implementar gestores anidados y probar su comportamiento ante excepciones.","Laboratorio de dominio Python","Python, VS Code, biblioteca estándar","2,","4,","Alta","Pendiente"
"PY068","475","Fase 0","Dominio profundo del lenguaje Python","Python profundo: protocolos y metaprogramación","31","68","Descriptores de datos y no datos","Comprender el mecanismo central detrás de propiedades, métodos y atributos gestionados.","__get__, __set__, __delete__, __set_name__, data descriptor, non-data descriptor","Crear un descriptor que valide números positivos.","Implementar descriptores reutilizables y observar su precedencia en el lookup.","Laboratorio de dominio Python","Python, VS Code, biblioteca estándar","2,","5,","Alta","Pendiente"
"PY069","476","Fase 0","Dominio profundo del lenguaje Python","Python profundo: protocolos y metaprogramación","32","69","Control de atributos con __getattr__ y __getattribute__","Interceptar acceso, asignación y eliminación de atributos sin producir recursión infinita.","__getattribute__, __getattr__, __setattr__, __delattr__, object.__getattribute__","Registrar accesos a atributos y crear valores calculados dinámicamente.","Construir un proxy seguro que delegue atributos a otro objeto.","Laboratorio de dominio Python","Python, VS Code, biblioteca estándar","2,","5,","Alta","Pendiente"
"PY070","477","Fase 0","Dominio profundo del lenguaje Python","Python profundo: protocolos y metaprogramación","32","70","Decoradores de clase y transformación de clases","Modificar clases de manera explícita durante su definición.","class decorator, setattr, wrapping de métodos, registro de clases","Crear un decorador que registre automáticamente subtipos.","Implementar un decorador de clase que añada validación y representación.","Laboratorio de dominio Python","Python, VS Code, biblioteca estándar","2,","4,","Alta","Pendiente"
"PY071","478","Fase 0","Dominio profundo del lenguaje Python","Python profundo: protocolos y metaprogramación","32","71","Metaclases y creación dinámica de tipos","Comprender cómo se crean las clases y cuándo una metaclase es justificable.","type, metaclass, __new__, __init__, __prepare__, creación dinámica de clases","Crear una clase con type() e inspeccionar el proceso de construcción.","Implementar una metaclase de registro y comparar con alternativas más simples.","Laboratorio de dominio Python","Python, VS Code, biblioteca estándar","2,","5,","Alta","Pendiente"
"PY072","479","Fase 0","Dominio profundo del lenguaje Python","Python profundo: protocolos y metaprogramación","32","72","Introspección y reflexión","Inspeccionar objetos y adaptar comportamiento en tiempo de ejecución.","dir(), vars(), getattr(), setattr(), hasattr(), inspect, signature, annotations","Construir una herramienta que documente automáticamente funciones y clases.","Crear un inspector que muestre firma, documentación, atributos y jerarquía.","Laboratorio de dominio Python","Python, VS Code, biblioteca estándar","2,","4,","Alta","Pendiente"
"PY073","480","Fase 0","Dominio profundo del lenguaje Python","Python profundo: calidad, módulos y tipado","33","73","Jerarquía de excepciones y excepciones personalizadas","Diseñar manejo de errores preciso y semántico.","BaseException, Exception, jerarquía, except específico, excepción personalizada, args","Crear una jerarquía de errores de dominio y capturarlos selectivamente.","Refactorizar un programa para eliminar except genéricos y documentar cada error.","Laboratorio de dominio Python","Python, VS Code, biblioteca estándar","2,","4,","Alta","Pendiente"
"PY074","481","Fase 0","Dominio profundo del lenguaje Python","Python profundo: calidad, módulos y tipado","33","74","Encadenamiento de excepciones y grupos","Conservar contexto de fallos y manejar varios errores relacionados.","raise from, __cause__, __context__, traceback, ExceptionGroup, except*","Transformar errores de bajo nivel en errores de dominio manteniendo la causa.","Crear un validador por lotes que agrupe y reporte múltiples fallos.","Laboratorio de dominio Python","Python, VS Code, biblioteca estándar","2,","4,","Alta","Pendiente"
"PY075","482","Fase 0","Dominio profundo del lenguaje Python","Python profundo: calidad, módulos y tipado","33","75","Sistema de importación y ejecución de módulos","Comprender cómo Python localiza, carga y almacena módulos.","import, sys.modules, sys.path, importlib, caché, __name__, __main__","Inspeccionar módulos cargados y ejecutar un archivo como script y como módulo.","Crear un laboratorio que demuestre caché, recarga y efectos secundarios de importación.","Laboratorio de dominio Python","Python, VS Code, biblioteca estándar","2,","4,","Alta","Pendiente"
"PY076","483","Fase 0","Dominio profundo del lenguaje Python","Python profundo: calidad, módulos y tipado","33","76","Paquetes, imports relativos y API pública","Organizar bibliotecas Python con límites claros entre módulos.","packages, __init__.py, relative import, absolute import, __all__, public API","Dividir un programa en un paquete con submódulos y API pública.","Entregar un paquete instalable localmente con imports correctos y sin ciclos.","Laboratorio de dominio Python","Python, VS Code, biblioteca estándar","2,","5,","Alta","Pendiente"
"PY077","484","Fase 0","Dominio profundo del lenguaje Python","Python profundo: calidad, módulos y tipado","34","77","Tipado avanzado con genéricos","Expresar relaciones entre tipos sin perder reutilización.","TypeVar, Generic, ParamSpec, Callable, overload, Literal, TypedDict, Self","Tipar una función que conserva el tipo de entrada y una estructura TypedDict.","Crear una colección genérica y validar su diseño con un comprobador estático.","Laboratorio de dominio Python","Python, VS Code, biblioteca estándar","2,","5,","Alta","Pendiente"
"PY078","485","Fase 0","Dominio profundo del lenguaje Python","Python profundo: calidad, módulos y tipado","34","78","Pruebas profundas con unittest y mocks","Diseñar pruebas aisladas de comportamiento, errores y colaboraciones.","unittest, TestCase, setUp, subTest, mock, patch, side_effect, cobertura conceptual","Probar una clase con dependencias sustituidas mediante mocks.","Crear una suite de al menos 20 pruebas con casos normales, límites y errores.","Laboratorio de dominio Python","Python, VS Code, biblioteca estándar","2,","5,","Alta","Pendiente"
"PY079","486","Fase 0","Dominio profundo del lenguaje Python","Python profundo: ejecución, concurrencia e internals","34","79","Memoria, referencias y recolector de basura","Comprender el ciclo de vida de los objetos en CPython.","reference counting, garbage collector, ciclos, gc, weakref, __del__, internamiento","Observar conteos de referencias y crear ciclos controlados.","Construir experimentos que midan creación, liberación y referencias débiles.","Laboratorio de dominio Python","Python, VS Code, biblioteca estándar","2,","5,","Alta","Pendiente"
"PY080","487","Fase 0","Dominio profundo del lenguaje Python","Python profundo: ejecución, concurrencia e internals","34","80","GIL, threads y sincronización","Entender las posibilidades y límites de los hilos en CPython.","GIL, threading, race condition, Lock, RLock, Semaphore, Event, Queue","Reproducir una condición de carrera y corregirla con sincronización.","Crear un programa multihilo seguro y explicar cuándo no mejora el rendimiento.","Laboratorio de dominio Python","Python, VS Code, biblioteca estándar","2,","5,","Alta","Pendiente"
"PY081","488","Fase 0","Dominio profundo del lenguaje Python","Python profundo: ejecución, concurrencia e internals","35","81","Procesos y concurrent.futures","Ejecutar trabajo paralelo y coordinar resultados entre procesos.","multiprocessing, ProcessPoolExecutor, ThreadPoolExecutor, Future, IPC, pickling","Comparar ejecución secuencial, con hilos y con procesos.","Crear un benchmark reproducible para una tarea intensiva de CPU.","Laboratorio de dominio Python","Python, VS Code, biblioteca estándar","2,","5,","Alta","Pendiente"
"PY082","489","Fase 0","Dominio profundo del lenguaje Python","Python profundo: ejecución, concurrencia e internals","35","82","Event loop, tareas y cancelación en asyncio","Dominar el modelo asíncrono de Python más allá de async y await.","event loop, coroutine, Task, Future, gather, TaskGroup, cancellation, timeout, shield","Crear tareas concurrentes, cancelar una y manejar la limpieza.","Construir un simulador asíncrono con límites, timeouts y propagación de errores.","Laboratorio de dominio Python","Python, VS Code, biblioteca estándar","2,","5,","Alta","Pendiente"
"PY083","490","Fase 0","Dominio profundo del lenguaje Python","Python profundo: ejecución, concurrencia e internals","35","83","Proyecto final: biblioteca Python pura y análisis de ejecución","Integrar el modelo de datos, funciones, objetos, protocolos, tipado, pruebas e internals.","diseño de biblioteca, API pública, dunder methods, typing, tests, profiling, dis, documentación","Diseñar una biblioteca pequeña y analizar una función con dis y perfiles de tiempo.","Entregar una biblioteca sin frameworks, con paquete, tipado, 30 pruebas, documentación, benchmark y explicación técnica.","Laboratorio de dominio Python","Python, VS Code, biblioteca estándar","2,","6,","Alta","Pendiente"
"L052","491","Fase 1","Frontend React con IA","Nivel 1: Fundamentos de UI y Pensamiento en Componentes","16","1","La Web Moderna y el DOM Virtual","Entender qué problema resuelve React y cómo funciona el DOM virtual.","DOM, virtual DOM, SPA, componentes","Crear explicación en tus palabras y comparar HTML normal vs React.","Nota de estudio + ejemplo mínimo.","Dashboard React","React, navegador","2,","2,","Alta","Pendiente"
"L053","492","Fase 1","Frontend React con IA","Nivel 1: Fundamentos de UI y Pensamiento en Componentes","16","2","CSS Moderno con Tailwind","Usar clases utilitarias para construir interfaces rápidas.","Tailwind, utility classes, responsive, layout","Diseñar una tarjeta de servicio con Tailwind.","Componente visual de tarjeta.","Dashboard React","Tailwind CSS","2,","2,","Alta","Pendiente"
"L054","493","Fase 1","Frontend React con IA","Nivel 1: Fundamentos de UI y Pensamiento en Componentes","16","3","Javascript Moderno para React","Dominar sintaxis moderna necesaria para React.","arrow functions, destructuring, spread, modules, promises","Convertir funciones clásicas a JS moderno.","Archivo de ejemplos JS moderno.","Dashboard React","JavaScript","2,","2,","Alta","Pendiente"
"L055","494","Fase 1","Frontend React con IA","Nivel 1: Fundamentos de UI y Pensamiento en Componentes","17","4","Componentes y Props","Crear componentes reutilizables y enviar datos por props.","component, props, JSX, children","Crear CardServicio con props.","3 cards reutilizando el mismo componente.","Dashboard React","React","2,","2,","Alta","Pendiente"
"L056","495","Fase 1","Frontend React con IA","Nivel 1: Fundamentos de UI y Pensamiento en Componentes","17","5","Renderizado Condicional y Listas","Mostrar información según condiciones y recorrer arreglos.","map, key, conditional rendering, ternary","Renderizar lista de servicios y estado activo/inactivo.","Lista dinámica de servicios.","Dashboard React","React","2,","2,","Alta","Pendiente"
"L057","496","Fase 1","Frontend React con IA","Nivel 1: Fundamentos de UI y Pensamiento en Componentes","17","6","Eventos e Interactividad","Responder a acciones del usuario.","onClick, onChange, handlers, forms","Crear botón para seleccionar un servicio.","Interacción con feedback visual.","Dashboard React","React","2,","2,","Alta","Pendiente"
"L058","497","Fase 1","Frontend React con IA","Nivel 1: Fundamentos de UI y Pensamiento en Componentes","18","7","El Estado (useState) - Parte 1","Manejar estado local básico.","useState, estado, setState","Crear contador o selector de plan.","Componente con estado funcional.","Dashboard React","React","2,","2,","Alta","Pendiente"
"L059","498","Fase 1","Frontend React con IA","Nivel 1: Fundamentos de UI y Pensamiento en Componentes","18","8","Evaluación Práctica Nivel 1","Demostrar dominio básico de componentes, props, listas y estado.","React básico, Tailwind, componentes","Construir mini catálogo de servicios.","Entrega del mini catálogo en GitHub.","Mini catálogo React","React, Tailwind","2,","2,","Alta","Pendiente"
"L060","499","Fase 1","Frontend React con IA","Nivel 2: Arquitectura, Integración y Production Ready","18","1","El Estado (useState) - Parte 2","Manejar estado compuesto y formularios simples.","objects in state, arrays in state, controlled inputs","Formulario para crear un servicio nuevo.","Agregar servicios a una lista desde formulario.","Dashboard React","React","2,","2,","Alta","Pendiente"
"L061","500","Fase 1","Frontend React con IA","Nivel 2: Arquitectura, Integración y Production Ready","19","2","Efectos y Ciclo de Vida (useEffect)","Ejecutar acciones cuando cambia el estado o carga la página.","useEffect, dependencies, side effects","Simular carga inicial de datos.","Vista que carga datos al iniciar.","Dashboard React","React","2,","2,","Alta","Pendiente"
"L062","501","Fase 1","Frontend React con IA","Nivel 2: Arquitectura, Integración y Production Ready","19","3","Consumo de APIs (Fetch & Async/Await)","Traer datos desde servicios externos o backend.","fetch, async/await, loading, error","Consumir una API pública o JSON local.","Tabla con datos externos.","Dashboard React","React, API","2,","2,","Alta","Pendiente"
"L063","502","Fase 1","Frontend React con IA","Nivel 2: Arquitectura, Integración y Production Ready","19","4","Generative UI & Librerías de Componentes","Construir interfaces más rápido con componentes prehechos o generados.","component libraries, shadcn, v0, design systems","Crear interfaz de dashboard con componentes reutilizables.","Pantalla de dashboard mejorada.","Dashboard React","shadcn/ui, v0","2,","2,","Alta","Pendiente"
"L064","503","Fase 1","Frontend React con IA","Nivel 2: Arquitectura, Integración y Production Ready","20","5","Enrutamiento (Routing)","Crear varias páginas o vistas dentro de la app.","routes, router, navigation","Crear rutas Inicio, Servicios, Clientes.","App multipágina.","Dashboard React","React Router","2,","2,","Alta","Pendiente"
"L065","504","Fase 1","Frontend React con IA","Nivel 2: Arquitectura, Integración y Production Ready","20","6","Gestión de Estado Global","Compartir datos entre componentes lejanos.","Context API, global state, provider","Crear contexto de usuario o servicios.","Estado global funcionando.","Dashboard React","React Context","2,","2,","Alta","Pendiente"
"L066","505","Fase 1","Frontend React con IA","Nivel 2: Arquitectura, Integración y Production Ready","20","7","Optimización y Buenas Prácticas","Organizar el proyecto y evitar errores comunes.","folder structure, reusable components, clean code","Refactorizar componentes repetidos.","Proyecto ordenado y documentado.","Dashboard React","React","2,","2,","Alta","Pendiente"
"L067","506","Fase 1","Frontend React con IA","Nivel 2: Arquitectura, Integración y Production Ready","21","8","Capstone Project & Deploy","Publicar una app React funcional.","build, deploy, environment, README","Deploy en Vercel/Netlify.","URL pública + repositorio.","Dashboard React publicado","Vercel, Netlify","2,","2,","Alta","Pendiente"
"L068","507","Fase 2","Puente Next.js","Base Next.js antes del MVP","21","1","Introducción a Next.js","Entender diferencias entre React y Next.js.","Next.js, App Router, server/client components","Crear app Next.js nueva.","Proyecto Next.js inicial.","Dashboard Next.js","Next.js","2,","2,","Alta","Pendiente"
"L069","508","Fase 2","Puente Next.js","Base Next.js antes del MVP","21","2","Rutas, layouts y páginas","Organizar una aplicación multipágina con App Router.","app directory, layout, page, nested routes","Crear páginas dashboard, clientes y ajustes.","Navegación completa.","Dashboard Next.js","Next.js","2,","2,","Alta","Pendiente"
"L070","509","Fase 2","Puente Next.js","Base Next.js antes del MVP","22","3","Server Components y Client Components","Distinguir qué corre en servidor y qué corre en cliente.","use client, server component, hydration","Convertir componentes según necesidad.","Explicación + ejemplos.","Dashboard Next.js","Next.js","2,","2,","Alta","Pendiente"
"L071","510","Fase 2","Puente Next.js","Base Next.js antes del MVP","22","4","Formularios y Server Actions","Enviar datos desde formularios sin crear una API manual para todo.","server actions, form action, validation","Crear formulario de clientes.","Guardar datos simulados.","Dashboard Next.js","Next.js","2,","2,","Alta","Pendiente"
"L072","511","Fase 2","Puente Next.js","Base Next.js antes del MVP","22","5","Autenticación básica","Comprender login, sesión y protección de rutas.","auth, session, protected routes","Crear flujo de login simulado.","Rutas protegidas.","Dashboard Next.js","Next.js","2,","2,","Alta","Pendiente"
"L073","512","Fase 2","Puente Next.js","Base Next.js antes del MVP","23","6","Conexión a datos","Conectar una app con base de datos o servicio externo.","database, queries, env vars","Leer datos desde archivo o servicio.","Vista con datos persistentes.","Dashboard Next.js","Next.js","2,","2,","Alta","Pendiente"
"L074","513","Fase 2","Puente Next.js","Base Next.js antes del MVP","23","7","Deploy en Vercel","Publicar una app Next.js.","deployment, environment variables, build","Subir proyecto a Vercel.","URL pública.","Dashboard Next.js publicado","Vercel","2,","2,","Alta","Pendiente"
"L075","514","Fase 2","Puente Next.js","Base Next.js antes del MVP","23","8","Evaluación Puente Next.js","Unir React, rutas, formularios y deploy.","Next.js básico integral","Crear dashboard básico publicado.","Repo + URL + README.","Dashboard Next.js publicado","Next.js, Vercel","2,","2,","Alta","Pendiente"
"SQL006","515","Fase 2","CS50 SQL — Bases de datos relacionales","SQL antes de ORM y backend","43","6","Week 5 — Optimizing","Mejorar el rendimiento y la seguridad operativa de una base de datos.","CREATE INDEX, EXPLAIN QUERY PLAN, B-tree, VACUUM, transacciones, ACID, locks, race conditions","Medir una consulta antes y después de un índice y probar COMMIT, ROLLBACK y concurrencia.","Problem Set 5 y breve justificación de índices y transacciones.","CS50 SQL Final — AI Career Study Tracker Database","SQL, SQLite, EXPLAIN QUERY PLAN","2,","3,","Alta","Pendiente"
"SQL007","516","Fase 2","CS50 SQL — Bases de datos relacionales","SQL antes de ORM y backend","44","7","Week 6 — Scaling y seguridad","Conocer PostgreSQL, MySQL, escalamiento y defensas contra ataques SQL.","MySQL, PostgreSQL, scaling, replication, read replicas, sharding, GRANT, REVOKE, SQL injection, prepared statements","Comparar SQLite con PostgreSQL y corregir una consulta insegura usando parámetros.","Problem Set 6 y proyecto final con DESIGN.md, schema.sql, queries.sql, ERD y video de máximo 3 minutos.","CS50 SQL Final — AI Career Study Tracker Database","SQLite, PostgreSQL, MySQL, SQL","2,","4,","Alta","Pendiente"
"WEB007","517","Fase 2","CS50 Web — Aplicaciones web con Python y JavaScript","Curso oficial full stack","48","7","Week 6 — User Interfaces","Diseñar una experiencia usable, responsive y coherente en varias pantallas.","UI patterns, responsive, forms, pagination, accessibility, component thinking","Mejorar el dashboard del rastreador con navegación, filtros, estados y vista móvil.","Project 4 Network como práctica de UI y flujo de usuario.","CS50 Web Capstone — AI Career Study Tracker","Django templates, JavaScript, CSS","2,","3,","Alta","Pendiente"
"WEB009","518","Fase 2","CS50 Web — Aplicaciones web con Python y JavaScript","Curso oficial full stack","49","9","Week 8 — Escalabilidad, seguridad y capstone","Preparar una aplicación web segura, diferenciada y presentable.","scalability, caching, authorization, CSRF, XSS, SQL injection, deployment, mobile responsive","Auditar seguridad, documentar la arquitectura y preparar la demo final sin hacer un recorrido del código.","Capstone distintivo: Django + modelo + JavaScript + responsive + README de aproximadamente 1000–1500 palabras + screencast máximo de 5 minutos.","CS50 Web Capstone — AI Career Study Tracker","Django, JavaScript, PostgreSQL, deployment","2,","5,","Alta","Pendiente"
"L076","519","Fase 3","Backend FastAPI & Python","Nivel 1: Fundamentos de APIs y Bases de Datos","24","1","Introducción a HTTP y FastAPI","Crear una API mínima y entender HTTP.","HTTP, endpoint, GET, POST, FastAPI","Crear /health y /items.","API mínima funcionando.","Blog API","Python, FastAPI","2,","2,","Alta","Pendiente"
"L077","520","Fase 3","Backend FastAPI & Python","Nivel 1: Fundamentos de APIs y Bases de Datos","24","2","Validación de Datos con Pydantic","Validar entradas y salidas con modelos.","Pydantic, BaseModel, validation","Crear modelo Item/Cliente.","Endpoint validado.","Blog API","FastAPI, Pydantic","2,","2,","Alta","Pendiente"
"L078","521","Fase 3","Backend FastAPI & Python","Nivel 1: Fundamentos de APIs y Bases de Datos","24","3","Path Parameters y Query Parameters","Recibir datos desde la URL.","path params, query params, typing","Crear búsqueda por ID y filtros.","Endpoints con parámetros.","Blog API","FastAPI","2,","2,","Alta","Pendiente"
"L079","522","Fase 3","Backend FastAPI & Python","Nivel 1: Fundamentos de APIs y Bases de Datos","25","4","El Cuerpo de la Petición (Request Body)","Recibir JSON enviado por el frontend.","request body, JSON, POST, schemas","Crear endpoint para crear recurso.","POST funcional.","Blog API","FastAPI","2,","2,","Alta","Pendiente"
"L080","523","Fase 3","Backend FastAPI & Python","Nivel 1: Fundamentos de APIs y Bases de Datos","25","5","ORM con SQLModel/SQLAlchemy","Mapear modelos Python a tablas y usar un ORM sin perder la comprensión de SQL.","SQLModel/SQLAlchemy, model, field, session, select, CRUD, relationship","Convertir una tabla ya diseñada en un modelo ORM y ejecutar consultas básicas.","Modelo ORM funcional para el Blog/API Clientes, con sesión y CRUD.","Blog API","SQLModel/SQLAlchemy, SQLite","2,","2,","Alta","Pendiente"
"L081","524","Fase 3","Backend FastAPI & Python","Nivel 1: Fundamentos de APIs y Bases de Datos","25","6","Operaciones CRUD","Crear, leer, actualizar y eliminar datos.","CRUD, GET, POST, PUT/PATCH, DELETE","Crear CRUD completo.","CRUD funcionando.","Blog API","FastAPI, DB","2,","2,","Alta","Pendiente"
